,Title,Summary,Director,Writer,Main Genres,Release Year,Runtime (Minutes),Rating (Out of 10),metadata
77,saw x,A sick and desperate John travels to Mexico for a risky and experimental medical procedure in hopes of a miracle cure for his cancer only to discover the entire operation is a scam to defraud the most vulnerable.,Kevin Greutert,"Josh Stolberg,Pete Goldfinger","Horror,Mystery,Thriller",2023.0,118.0,6.7,sick desperate john travel mexico risky experimental medical procedure hope miracle cure cancer discover entire operation scam defraud vulnerable josh stolberg pete goldfinger kevin greutert horror mystery thriller
78,superman: legacy,"Follows the titular superhero as he reconciles his heritage with his human upbringing. He is the embodiment of truth, justice and a brighter tomorrow in a world that views kindness as old-fashioned.",James Gunn,"James Gunn,Joe Shuster,Jerry Siegel","Action,Adventure,Fantasy",2025.0,,,follows titular superhero reconciles heritage human upbringing embodiment truth justice brighter tomorrow world view kindness old fashioned james gunn joe shuster jerry siegel james gunn action adventure fantasy
79,the naughty nine,"When Andy finds out he's on Santa's ""naughty list,"" he pulls together a group of ""naughty list"" kids to get the presents they think they deserve.",Alberto Belli,"Scott Thomas,Jed Elinoff","Adventure,Comedy,Crime",2023.0,83.0,5.0,andy find santa naughty list pull together group naughty list kid get present think deserve scott thomas jed elinoff alberto belli adventure comedy crime
80,dune,A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.,Denis Villeneuve,"Jon Spaihts,Eric Roth,Denis Villeneuve","Action,Adventure,Drama",2021.0,155.0,8.0,noble family becomes embroiled war control galaxy valuable asset heir becomes troubled vision dark future jon spaihts eric roth denis villeneuve denis villeneuve action adventure drama
81,see you on venus,"An 18 year-old orphaned girl wants to travel to Europe to track down her biological mother, so when she meets a kind-hearted young man reeling from the guilt of a fatal accident, she convinces him to accompany her on the journey.",Joaquín Llamas,Victoria Vinuesa,"Drama,Romance",2023.0,94.0,5.9,year old orphaned girl want travel europe track biological mother meet kind hearted young man reeling guilt fatal accident convinces accompany journey victoria vinuesa joaqu n llama drama romance
82,gladiator,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,Ridley Scott,"William Nicholson,David Franzoni,John Logan","Action,Adventure,Drama",2000.0,155.0,8.5,former roman general set exact vengeance corrupt emperor murdered family sent slavery william nicholson david franzoni john logan ridley scott action adventure drama
83,the iron claw,"The true story of the inseparable Von Erich brothers, who made history in the intensely competitive world of professional wrestling in the early 1980s.",Sean Durkin,Sean Durkin,"Biography,Drama,Sport",2023.0,130.0,,true story inseparable von erich brother made history intensely competitive world professional wrestling early sean durkin sean durkin biography drama sport
84,scream vi,"In the next installment, the survivors of the Ghostface killings leave Woodsboro behind and start a fresh chapter in New York City.","Matt Bettinelli-Olpin,Tyler Gillett","Kevin Williamson,Guy Busick,James Vanderbilt","Horror,Mystery,Thriller",2023.0,122.0,6.5,next installment survivor ghostface killing leave woodsboro behind start fresh chapter new york city kevin williamson guy busick james vanderbilt matt bettinelli olpin tyler gillett horror mystery thriller
85,the batman,"When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.",Matt Reeves,"Bob Kane,Peter Craig,Matt Reeves","Action,Crime,Drama",2022.0,176.0,7.8,sadistic serial killer begin murdering key political figure gotham batman forced investigate city hidden corruption question family involvement bob kane peter craig matt reef matt reef action crime drama
86,dungeons & dragons: honor among thieves,"A charming thief and a band of unlikely adventurers embark on an epic quest to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.","John Francis Daley,Jonathan Goldstein","John Francis Daley,Michael Gilio,Jonathan Goldstein","Action,Adventure,Comedy",2023.0,134.0,7.3,charming thief band unlikely adventurer embark epic quest retrieve lost relic thing go dangerously awry run afoul wrong people john francis daley michael gilio jonathan goldstein john francis daley jonathan goldstein action adventure comedy
87,elemental,"Follows Ember and Wade, in a city where fire-, water-, earth- and air-residents live together.",Peter Sohn,"Kat Likkel,Brenda Hsueh,John Hoberg","Animation,Adventure,Comedy",2023.0,101.0,7.0,follows ember wade city fire water earth air resident live together kat likkel brenda hsueh john hoberg peter sohn animation adventure comedy
88,guardians of the galaxy vol. 3,"Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful.",James Gunn,"James Gunn,Jim Starlin,Stan Lee","Action,Adventure,Comedy",2023.0,150.0,7.9,still reeling loss gamora peter quill rally team defend universe one mission could mean end guardian successful james gunn jim starlin stan lee james gunn action adventure comedy
89,indiana jones and the dial of destiny,Archaeologist Indiana Jones races against time to retrieve a legendary artifact that can change the course of history.,James Mangold,"Jez Butterworth,David Koepp,John-Henry Butterworth","Action,Adventure,Sci-Fi",2023.0,154.0,6.6,archaeologist indiana jones race time retrieve legendary artifact change course history jez butterworth david koepp john henry butterworth james mangold action adventure sci fi
90,the wizard of oz,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.","King Vidor,King Vidor(uncredited),Victor Fleming","Noel Langley,Edgar Allan Woolf,Florence Ryerson","Adventure,Family,Fantasy",1939.0,102.0,8.1,young dorothy gale dog toto swept away tornado kansa farm magical land oz embark quest three new friend see wizard return home fulfill others wish noel langley edgar allan woolf florence ryerson king vidor king vidor uncredited victor fleming adventure family fantasy
91,gran turismo,"Based on the unbelievable, inspiring true story of a team of underdogs - a struggling, working-class gamer, a failed former race car driver, and an idealistic motorsport exec - who risk it all to take on the most elite sport in the world.",Neill Blomkamp,"Jason Hall,Zach Baylin,Alex Tse","Action,Adventure,Drama",2023.0,134.0,7.2,based unbelievable inspiring true story team underdog struggling working class gamer failed former race car driver idealistic motorsport exec risk take elite sport world jason hall zach baylin alex tse neill blomkamp action adventure drama
92,prometheus,"Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.",Ridley Scott,"Jon Spaihts,Dan O'Bannon,Damon Lindelof","Adventure,Mystery,Sci-Fi",2012.0,124.0,7.0,following clue origin mankind team find structure distant moon soon realize alone jon spaihts dan bannon damon lindelof ridley scott adventure mystery sci fi
93,the boy and the heron,"A young boy named Mahito yearning for his mother ventures into a world shared by the living and the dead. There, death comes to an end, and life finds a new beginning. A semi-autobiographical fantasy from the mind of Hayao Miyazaki.",Hayao Miyazaki,,"Animation,Adventure,Drama",2023.0,124.0,7.6,young boy named mahito yearning mother venture world shared living dead death come end life find new beginning semi autobiographical fantasy mind hayao miyazaki hayao miyazaki animation adventure drama
94,the super mario bros. movie,"A plumber named Mario travels through an underground labyrinth with his brother Luigi, trying to save a captured princess.","Pierre Leduc,Michael Jelenic,Aaron Horvath",Matthew Fogel,"Animation,Adventure,Comedy",2023.0,92.0,7.1,plumber named mario travel underground labyrinth brother luigi trying save captured princess matthew fogel pierre leduc michael jelenic aaron horvath animation adventure comedy
95,expend4bles,"Armed with every weapon they can get their hands on, the Expendables are the world's last line of defense and the team that gets called when all other options are off the table.",Scott Waugh,"Tad Daggerhart,Max Adams,Kurt Wimmer","Action,Adventure,Thriller",2023.0,103.0,4.8,armed every weapon get hand expendables world last line defense team get called option table tad daggerhart max adam kurt wimmer scott waugh action adventure thriller
96,the wolf of wall street,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",Martin Scorsese,"Terence Winter,Jordan Belfort","Biography,Comedy,Crime",2013.0,3.0,8.2,based true story jordan belfort rise wealthy stock broker living high life fall involving crime corruption federal government terence winter jordan belfort martin scorsese biography comedy crime
97,ghostbusters: afterlife,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",Jason Reitman,"Gil Kenan,Jason Reitman,Ivan Reitman","Adventure,Comedy,Fantasy",2021.0,124.0,7.1,single mom two kid arrive small town begin discover connection original ghostbusters secret legacy grandfather left behind gil kenan jason reitman ivan reitman jason reitman adventure comedy fantasy
